ObjectID,GlobalID,CreationDate,Creator,EditDate,Editor,Date,Time,Sampling Team,Other - Sampling Team,Location,Sample Type,Sample Code,Collection Method,Biofilm Analyte,Replicate,Strip Position,# Hauls,Field Notes,x,y
94,b33d91d2-c5fe-4214-b4b2-f2b4c8cc3227,7/3/2023 8:50:55 PM,ltimlick_IISD,7/3/2023 8:50:55 PM,ltimlick_IISD,7/3/2023 5:00:00 PM,14:28,"CC,KC",,M4,Water - Analytical,QAC_0715,Grab Sample,,,,,,0,0
95,f62df7e7-1eb7-4e67-ac17-39187169b11b,7/3/2023 8:51:39 PM,ltimlick_IISD,10/31/2023 4:57:24 PM,ltimlick_IISD,7/3/2023 5:00:00 PM,14:32,"CC,KC",,M9,Water - Analytical,QAC_0720,Grab Sample,,,,,,0,0
96,23b6dc48-4beb-4238-9bc9-aa1b2206ccac,7/3/2023 8:52:45 PM,ltimlick_IISD,7/3/2023 8:52:45 PM,ltimlick_IISD,7/3/2023 5:00:00 PM,14:36,"CC,KC",,M3,Water - Analytical,QAC_0714,Grab Sample,,,,,,0,0
97,28013918-3cb3-4c9d-ac4c-8d7e405365b6,7/3/2023 9:01:40 PM,ltimlick_IISD,7/3/2023 9:01:40 PM,ltimlick_IISD,6/29/2023 5:00:00 PM,09:29,"VP,CG,other",MA,M5,Sediment Jars,QAC_0636,,,,,,,0,0
98,870028d8-de02-4cf4-b711-415f683a2876,7/3/2023 9:02:34 PM,ltimlick_IISD,7/3/2023 9:02:34 PM,ltimlick_IISD,6/29/2023 5:00:00 PM,09:38,"CG,VP,other",MA,M6,Sediment Jars,QAC_0638,,,,,,,0,0
99,22ea40ea-5f2a-46d1-a98b-26d61b55aacf,7/3/2023 9:03:30 PM,ltimlick_IISD,7/3/2023 9:03:30 PM,ltimlick_IISD,6/29/2023 5:00:00 PM,09:46,"VP,CG,other",MA,M8,Sediment Jars,QAC_0642,,,,,,,0,0
100,becc9856-188d-47fa-b441-5570f399f504,7/3/2023 9:04:19 PM,ltimlick_IISD,7/3/2023 9:04:19 PM,ltimlick_IISD,6/29/2023 5:00:00 PM,09:51,"CG,VP,other",MA,M2,Sediment Jars,QAC_0632,,,,,,,0,0
101,6b304a0f-34da-43fc-90ad-5caec715f536,7/3/2023 9:05:41 PM,ltimlick_IISD,7/3/2023 9:05:41 PM,ltimlick_IISD,6/29/2023 5:00:00 PM,10:05,"CG,VP,other",MA,M7,Sediment Jars,QAC_0641,,,,,,Murky ,0,0
102,09b68f48-1d1a-46b6-b835-c02c1da8922a,7/3/2023 9:06:16 PM,ltimlick_IISD,7/3/2023 9:06:16 PM,ltimlick_IISD,6/29/2023 5:00:00 PM,10:11,"KC,CG,other",MA,M4,Sediment Jars,QAC_0635,,,,,,,0,0
103,0e1cc1b3-96a6-4d8d-a2c6-cf7bb36779dc,7/3/2023 9:06:48 PM,ltimlick_IISD,7/3/2023 9:06:48 PM,ltimlick_IISD,6/29/2023 5:00:00 PM,10:19,"CG,VP,other",MA,M9,Sediment Jars,QAC_0644,,,,,,,0,0
104,7267323e-a402-46b3-9e16-f7a4debedd16,7/3/2023 9:07:17 PM,ltimlick_IISD,7/13/2023 5:16:26 PM,ltimlick_IISD,6/29/2023 5:00:00 PM,10:26,"CG,VP,other",MA,M3,Sediment Jars,QAC_0633,,,,,,,0,0
105,6e663d78-528c-4eda-861f-f715867c6fc3,7/3/2023 9:13:46 PM,ltimlick_IISD,7/3/2023 9:13:46 PM,ltimlick_IISD,6/29/2023 5:00:00 PM,09:29,"CG,VP,other",MA,M5,Tritium,QAC_0637,Grab Sample,,,,,,0,0
106,d01e5407-b89a-4386-a6d3-a85d81e34f01,7/3/2023 9:15:11 PM,ltimlick_IISD,7/3/2023 9:15:11 PM,ltimlick_IISD,6/29/2023 5:00:00 PM,09:38,"VP,CG,other",MA,M6,Tritium,QAC_0639,Grab Sample,,,,,"Tritium and Analytical column switched up in notebook, note applies to all analytical and tritium samples for this day.",0,0
107,df2798b9-8f0c-4cba-9a50-ae040bf71fd3,7/3/2023 9:16:03 PM,ltimlick_IISD,7/3/2023 9:16:03 PM,ltimlick_IISD,6/29/2023 5:00:00 PM,09:46,"VP,CG,other",MA,M8,Tritium,QAC_0643,Grab Sample,,,,,,0,0
108,7fbfeef9-3b4e-4228-8181-5baa8f80abb4,7/3/2023 9:16:46 PM,ltimlick_IISD,7/3/2023 9:16:46 PM,ltimlick_IISD,6/29/2023 5:00:00 PM,09:51,"CG,other,VP",MA,M2,Tritium,QAC_0630,Grab Sample,,,,,,0,0
109,27579dd6-b9f5-4c47-a2bb-1b36451f8880,7/3/2023 9:17:44 PM,ltimlick_IISD,7/3/2023 9:17:44 PM,ltimlick_IISD,6/29/2023 5:00:00 PM,10:05,"CG,other,VP",MA,M7,Tritium,QAC_0640,Grab Sample,,,,,Murky,0,0
110,2540d767-ea54-421c-9e45-eef04a15da45,7/3/2023 9:18:31 PM,ltimlick_IISD,7/3/2023 9:18:31 PM,ltimlick_IISD,6/29/2023 5:00:00 PM,10:11,"CG,VP,other",MA,M4,Tritium,QAC_0634,Grab Sample,,,,,,0,0
111,5cabe7a3-63c6-4603-b597-967b89045c4a,7/3/2023 9:19:16 PM,ltimlick_IISD,7/3/2023 9:19:16 PM,ltimlick_IISD,6/29/2023 5:00:00 PM,10:19,"CG,other,VP",MA,M9,Tritium,QAC_0645,Grab Sample,,,,,,0,0
112,1d96cbf1-b5b7-4ffd-b5ab-107f4158925d,7/3/2023 9:20:30 PM,ltimlick_IISD,7/3/2023 9:20:30 PM,ltimlick_IISD,6/29/2023 5:00:00 PM,10:26,"CG,other,VP",MA,M3,Tritium,QAC_0631,Grab Sample,,,,,No tritium for M1 was collected ,0,0
113,d5e564c9-2595-490b-8163-03b915a580e4,7/3/2023 9:21:26 PM,ltimlick_IISD,7/3/2023 9:21:26 PM,ltimlick_IISD,6/29/2023 5:00:00 PM,09:57,"CG,other,VP",MA,M2,Water - Analytical,QAC_0625,Integrated Sampler,,,,,,0,0
114,f825374a-9974-4e98-a1c8-4fd7174f99e3,7/3/2023 9:22:03 PM,ltimlick_IISD,7/3/2023 9:22:03 PM,ltimlick_IISD,6/29/2023 5:00:00 PM,10:08,"CG,other,VP",MA,M7,Water - Analytical,QAC_0626,Integrated Sampler,,,,,,0,0
115,fbdc0cde-4791-415c-81d9-403d63b1df01,7/3/2023 9:22:53 PM,ltimlick_IISD,7/13/2023 5:17:11 PM,ltimlick_IISD,6/29/2023 5:00:00 AM,10:14,"CG,other,VP",MA,M4,Water - Analytical,QAC_0627,Integrated Sampler,,,,,,0,0
116,b02fce73-4b74-4bcd-87b6-11e6ea43cb0a,7/3/2023 9:23:44 PM,ltimlick_IISD,7/13/2023 5:17:22 PM,ltimlick_IISD,6/29/2023 5:00:00 PM,10:22,"CG,other,VP",MA,M9,Water - Analytical,QAC_0628,Integrated Sampler,,,,,,0,0
117,45b67896-e280-464f-8f26-0d3b7e44bb24,7/3/2023 9:25:04 PM,ltimlick_IISD,7/3/2023 9:25:04 PM,ltimlick_IISD,6/29/2023 5:00:00 PM,10:29,"CG,VP,other",MA,M3,Water - Analytical,QAC_0629,Integrated Sampler,,,,,,0,0
118,9497c3d2-bb9e-417d-9b29-0630b65b89c2,7/4/2023 4:48:10 PM,ltimlick_IISD,7/4/2023 4:48:10 PM,ltimlick_IISD,7/4/2023 5:00:00 PM,09:58,"KR,KC",,M2,Water - Nutrients,QAC_0736,Integrated Sampler,,,,,,0,0
119,3ac504e3-0e20-41a8-a0a2-d4c03b454bc0,7/4/2023 4:49:51 PM,ltimlick_IISD,7/4/2023 4:49:51 PM,ltimlick_IISD,7/4/2023 5:00:00 PM,10:31,"KR,KC",,M3,Water - Nutrients,QAC_0737,Integrated Sampler,,,,,,0,0
120,cd8a196f-3d6e-4ffb-ad66-4d0ff63d4c5d,7/4/2023 4:50:36 PM,ltimlick_IISD,7/4/2023 4:50:36 PM,ltimlick_IISD,7/4/2023 5:00:00 PM,10:15,"KR,KC",,M4,Water - Nutrients,QAC_0738,Integrated Sampler,,,,,,0,0
121,f8935c6c-330c-4e19-bbda-b84cf855115a,7/4/2023 4:52:07 PM,ltimlick_IISD,7/4/2023 4:52:07 PM,ltimlick_IISD,7/4/2023 5:00:00 PM,09:30,"KR,KC",,M5,Water - Nutrients,QAC_0739,Integrated Sampler,,,,,,0,0
122,f5178a58-a657-4924-a34f-926273434c11,7/4/2023 4:52:59 PM,ltimlick_IISD,7/4/2023 4:52:59 PM,ltimlick_IISD,7/4/2023 5:00:00 PM,09:41,"KR,KC",,M6,Water - Nutrients,QAC_0740,Integrated Sampler,,,,,,0,0
123,15240167-1eac-4407-b50f-1d1ed4466d53,7/4/2023 4:53:50 PM,ltimlick_IISD,7/4/2023 4:53:50 PM,ltimlick_IISD,7/4/2023 5:00:00 PM,10:07,"KR,KC",,M7,Water - Nutrients,QAC_0741,Integrated Sampler,,,,,,0,0
124,7ed541bf-778b-412f-9acc-5477618e01dc,7/4/2023 4:54:26 PM,ltimlick_IISD,7/4/2023 4:54:26 PM,ltimlick_IISD,7/4/2023 5:00:00 PM,09:50,"KR,KC",,M8,Water - Nutrients,QAC_0742,Integrated Sampler,,,,,,0,0
125,67e2382a-c66d-4b07-8d2b-7d88cf85b0e2,7/4/2023 4:55:20 PM,ltimlick_IISD,7/4/2023 4:55:20 PM,ltimlick_IISD,7/4/2023 5:00:00 PM,10:23,"KC,KR",,M9,Water - Nutrients,QAC_0743,Integrated Sampler,,,,,,0,0
126,4f784cc0-87bf-455d-bb4f-4b5658452dff,7/5/2023 9:38:44 PM,ltimlick_IISD,7/5/2023 9:38:44 PM,ltimlick_IISD,7/5/2023 5:00:00 PM,09:13,"KC,other",KA,M5,Zooplankton,QAC_0762,,,,,1,,0,0
127,8e234573-9643-4db9-8044-a6721f55af85,7/5/2023 9:39:27 PM,ltimlick_IISD,7/5/2023 9:39:27 PM,ltimlick_IISD,7/5/2023 5:00:00 PM,09:15,"KC,other",KA,M6,Zooplankton,QAC_0763,,,,,1,,0,0
128,7ceaf73c-5dcf-4487-8bdb-ff338b766ede,7/5/2023 9:40:00 PM,ltimlick_IISD,7/5/2023 9:40:00 PM,ltimlick_IISD,7/5/2023 5:00:00 PM,09:19,"KC,other",KA,M8,Zooplankton,QAC_0761,,,,,1,,0,0
129,9419ae19-8bde-4e7c-b104-3ae692d84ce0,7/5/2023 9:40:41 PM,ltimlick_IISD,12/15/2023 10:33:32 PM,ltimlick_IISD,7/5/2023 5:00:00 PM,09:24,"KC,other",KA,M2,Zooplankton,QAC_0758,,,,,1,Rescued toad ,0,0
130,0802d60b-d39e-4dd1-944d-75426922c464,7/5/2023 9:41:23 PM,ltimlick_IISD,7/5/2023 9:41:23 PM,ltimlick_IISD,7/5/2023 5:00:00 PM,09:31,"KC,other",KA,M7,Zooplankton,QAC_0759,,,,,1,,0,0
131,ebf8f11c-53dd-4227-b5a1-752a46fc8749,7/5/2023 9:41:58 PM,ltimlick_IISD,7/5/2023 9:41:58 PM,ltimlick_IISD,7/5/2023 5:00:00 PM,09:34,"KC,other",KA,M4,Zooplankton,QAC_0757,,,,,1,,0,0
132,18ce661b-fe38-4e57-a09a-0d8559122654,7/5/2023 9:42:47 PM,ltimlick_IISD,7/5/2023 9:42:47 PM,ltimlick_IISD,7/5/2023 5:00:00 PM,09:38,"KC,other",KA,M9,Zooplankton,QAC_0756,,,,,1,,0,0
133,29573914-321c-481f-83b6-fabb9f8f0020,7/5/2023 9:43:33 PM,ltimlick_IISD,7/5/2023 9:43:33 PM,ltimlick_IISD,7/5/2023 5:00:00 PM,09:42,"KC,other",KA,M3,Zooplankton,QAC_0760,,,,,1,,0,0
134,3a41ad02-fb3f-4d50-afc0-212b533c5e2d,7/5/2023 10:18:55 PM,ltimlick_IISD,7/5/2023 10:18:55 PM,ltimlick_IISD,7/5/2023 5:00:00 PM,09:59,"KC,other",KA,M5,Biofilm Strips,QAC_0777,,Ash Free Dry Mass,1,Top,,,0,0
135,f03ea3ed-15dc-4039-8c18-4103010eeefd,7/5/2023 10:18:56 PM,ltimlick_IISD,7/5/2023 10:18:56 PM,ltimlick_IISD,7/5/2023 5:00:00 PM,09:59,"KC,other",KA,M5,Biofilm Strips,QAC_0772,,Chlorophyll-a,1,Top Middle,,,0,0
136,af25a38c-223d-40b3-8dc0-ca85497cbfbb,7/5/2023 10:18:56 PM,ltimlick_IISD,7/5/2023 10:18:56 PM,ltimlick_IISD,7/5/2023 5:00:00 PM,09:59,"KC,other",KA,M5,Biofilm Strips,QAC_0771,,Pigments,1,Bottom Middle,,,0,0
137,a52eaba0-91b0-4d18-97f2-e12948ebc0f9,7/5/2023 10:18:57 PM,ltimlick_IISD,7/5/2023 10:19:20 PM,ltimlick_IISD,7/5/2023 5:00:00 PM,09:59,"KC,other",KA,M5,Biofilm Strips,QAC_0778,,Microbial,1,Bottom,,,0,0
138,d55ca2b3-b380-4735-bc2a-3e6f43e4479b,7/5/2023 10:18:58 PM,ltimlick_IISD,7/5/2023 10:18:58 PM,ltimlick_IISD,7/5/2023 5:00:00 PM,10:13,"KC,other",KA,M6,Biofilm Strips,QAC_0779,,Ash Free Dry Mass,1,Top,,,0,0
139,9942f8b5-917e-4a8a-8b21-1cbcf7670b46,7/5/2023 10:18:58 PM,ltimlick_IISD,7/5/2023 10:18:58 PM,ltimlick_IISD,7/5/2023 5:00:00 PM,10:13,"KC,other",KA,M6,Biofilm Strips,QAC_0747,,Chlorophyll-a,1,Top Middle,,,0,0
140,228d4976-abab-4165-b735-544ba7efb6cd,7/5/2023 10:18:59 PM,ltimlick_IISD,7/5/2023 10:18:59 PM,ltimlick_IISD,7/5/2023 5:00:00 PM,10:13,"KC,other",KA,M6,Biofilm Strips,QAC_0770,,Pigments,1,Bottom Middle,,,0,0
141,dbfec29d-bf7e-4b85-aa13-31c3da3277f7,7/5/2023 10:19:00 PM,ltimlick_IISD,7/5/2023 10:19:00 PM,ltimlick_IISD,7/5/2023 5:00:00 PM,10:13,"KC,other",KA,M6,Biofilm Strips,QAC_0780,,Microbial,1,Bottom,,,0,0
142,1cee80cf-c09b-4681-9c7b-165f1054ce53,7/5/2023 10:19:01 PM,ltimlick_IISD,7/5/2023 10:19:01 PM,ltimlick_IISD,7/5/2023 5:00:00 PM,10:27,"KC,other",KA,M8,Biofilm Strips,QAC_0774,,Ash Free Dry Mass,1,Top,,,0,0
143,d21af223-7ae1-4e94-b7f7-06b2a3bd29f0,7/5/2023 10:19:01 PM,ltimlick_IISD,7/5/2023 10:19:01 PM,ltimlick_IISD,7/5/2023 5:00:00 PM,10:27,"KC,other",KA,M8,Biofilm Strips,QAC_0746,,Chlorophyll-a,1,Top Middle,,,0,0
144,c3162dde-38e8-49d4-b425-129173f0073e,7/5/2023 10:19:02 PM,ltimlick_IISD,7/5/2023 10:19:02 PM,ltimlick_IISD,7/5/2023 5:00:00 PM,10:27,"KC,other",KA,M8,Biofilm Strips,QAC_0769,,Pigments,1,Bottom Middle,,,0,0
145,0ee7d96a-c6d6-433e-a630-7fe23098ab02,7/5/2023 10:20:50 PM,ltimlick_IISD,7/13/2023 4:17:41 PM,ltimlick_IISD,7/5/2023 5:00:00 PM,10:27,"KC,other",KA,M8,Biofilm Strips,QAC_0773,,Microbial,1,Bottom,,,0,0
146,a84d7431-07ef-4786-bffb-663ee77631c0,7/5/2023 10:22:27 PM,ltimlick_IISD,7/5/2023 10:22:27 PM,ltimlick_IISD,7/5/2023 5:00:00 PM,10:40,"KC,other",KA,M2,Biofilm Strips,QAC_0775,,Ash Free Dry Mass,1,Top,,,0,0
147,e80022e0-a771-4d0b-bbdf-ce96f31eee30,7/5/2023 10:23:21 PM,ltimlick_IISD,7/5/2023 10:23:21 PM,ltimlick_IISD,7/5/2023 5:00:00 PM,10:40,"KC,other",KA,M2,Biofilm Strips,QAC_0745,,Chlorophyll-a,1,Top Middle,,,0,0
148,73f67f1d-d0fc-41fe-b06c-8c0720ad35f3,7/5/2023 10:24:27 PM,ltimlick_IISD,7/5/2023 10:24:27 PM,ltimlick_IISD,7/5/2023 5:00:00 PM,10:40,"KC,other",KA,M2,Biofilm Strips,QAC_0768,,Pigments,1,Bottom Middle,,,0,0
149,51fab8d7-6526-491b-ba70-04eb2142cd75,7/5/2023 10:25:06 PM,ltimlick_IISD,7/5/2023 10:25:06 PM,ltimlick_IISD,7/5/2023 5:00:00 PM,10:40,"KC,other",KA,M2,Biofilm Strips,QAC_0776,,Microbial,1,Bottom,,,0,0
150,30ec15c3-40f5-4b7f-bb3f-24afce63311a,7/5/2023 11:09:44 PM,ltimlick_IISD,7/5/2023 11:09:44 PM,ltimlick_IISD,7/5/2023 5:00:00 PM,10:53,"KC,other",KA,M7,Biofilm Strips,QAC_0750,,Ash Free Dry Mass,1,Top,,,0,0
151,3517947e-9b50-4e28-8e34-e863118be1dd,7/5/2023 11:11:07 PM,ltimlick_IISD,7/5/2023 11:11:07 PM,ltimlick_IISD,7/5/2023 5:00:00 PM,10:53,"KC,other",KA,M7,Biofilm Strips,QAC_0744,,Chlorophyll-a,1,Top Middle,,,0,0
152,23fa57c2-342e-4e58-9c46-ef0088c9a23e,7/5/2023 11:14:08 PM,ltimlick_IISD,7/5/2023 11:14:08 PM,ltimlick_IISD,7/5/2023 5:00:00 PM,10:53,"KC,other",KA,M7,Biofilm Strips,QAC_0767,,Pigments,1,Bottom Middle,,,0,0
153,0635a6ab-dd32-4917-aaad-b2250ffe65ae,7/5/2023 11:19:47 PM,ltimlick_IISD,7/5/2023 11:19:47 PM,ltimlick_IISD,7/5/2023 5:00:00 PM,10:53,"KC,other",KA,M7,Biofilm Strips,QAC_0751,,Microbial,1,Bottom,,,0,0
154,9c0487b6-b57d-4b96-a35c-5f7094e8da49,7/5/2023 11:22:38 PM,ltimlick_IISD,7/5/2023 11:22:38 PM,ltimlick_IISD,7/5/2023 5:00:00 PM,11:13,"KC,other",KA,M4,Biofilm Strips,QAC_0749,,Ash Free Dry Mass,1,Top,,,0,0
155,1388742a-ce90-4194-8488-ec9aad43fdd7,7/5/2023 11:23:36 PM,ltimlick_IISD,7/5/2023 11:23:36 PM,ltimlick_IISD,7/5/2023 5:00:00 PM,11:13,"KC,other",KA,M4,Biofilm Strips,QAC_0719,,Chlorophyll-a,1,Top Middle,,,0,0
156,4b3a3d7b-f3c4-4303-bbf6-3c86dc810052,7/5/2023 11:25:50 PM,ltimlick_IISD,7/5/2023 11:25:50 PM,ltimlick_IISD,7/5/2023 5:00:00 PM,11:13,"KC,other",KA,M4,Biofilm Strips,QAC_0766,,Pigments,1,Bottom Middle,,,0,0
157,daea772b-60df-46ee-b479-4dd438460db9,7/5/2023 11:26:50 PM,ltimlick_IISD,7/13/2023 4:15:48 PM,ltimlick_IISD,7/5/2023 5:00:00 PM,11:13,"KC,other",KA,M4,Biofilm Strips,QAC_0755,,Microbial,1,Bottom,,,0,0
158,bde30ce4-da7e-4ab7-b0df-b7ff3912b7a6,7/5/2023 11:27:41 PM,ltimlick_IISD,7/5/2023 11:27:41 PM,ltimlick_IISD,7/5/2023 5:00:00 PM,11:27,"KC,other",KA,M9,Biofilm Strips,QAC_0752,,Ash Free Dry Mass,1,Top,,,0,0
159,3c28889e-d3f1-438b-a59a-cb8bc19590ec,7/5/2023 11:28:32 PM,ltimlick_IISD,7/5/2023 11:28:32 PM,ltimlick_IISD,7/5/2023 5:00:00 PM,11:27,"KC,other",KA,M9,Biofilm Strips,QAC_0716,,Chlorophyll-a,1,Top Middle,,,0,0
160,8df50caa-607b-4d3d-ae91-a70fa374c22c,7/5/2023 11:29:29 PM,ltimlick_IISD,7/5/2023 11:29:29 PM,ltimlick_IISD,7/5/2023 5:00:00 PM,11:27,"KC,other",KA,M9,Biofilm Strips,QAC_0765,,Pigments,1,Bottom Middle,,,0,0
161,408bc28d-a5fc-48c9-ba7a-aeaed9d717bf,7/5/2023 11:30:20 PM,ltimlick_IISD,7/5/2023 11:30:20 PM,ltimlick_IISD,7/5/2023 5:00:00 PM,11:27,"KC,other",KA,M9,Biofilm Strips,QAC_0753,,Microbial,1,Bottom,,,0,0
162,7c8ff755-d664-40de-a8af-528758cb9448,7/5/2023 11:32:52 PM,ltimlick_IISD,7/5/2023 11:32:52 PM,ltimlick_IISD,7/5/2023 5:00:00 PM,11:41,"KC,other",KA,M3,Biofilm Strips,QAC_0748,,Ash Free Dry Mass,1,Top,,,0,0
163,3400f479-adf2-49a2-9a90-dfc713df68dc,7/5/2023 11:34:20 PM,ltimlick_IISD,7/5/2023 11:34:20 PM,ltimlick_IISD,7/5/2023 5:00:00 PM,11:41,"KC,other",KA,M3,Biofilm Strips,QAC_0717,,Chlorophyll-a,1,Top Middle,,,0,0
164,e2f64e66-e35e-425b-8f54-afc8577b0a70,7/5/2023 11:36:05 PM,ltimlick_IISD,7/5/2023 11:36:05 PM,ltimlick_IISD,7/5/2023 5:00:00 PM,11:41,"KC,other",KA,M3,Biofilm Strips,QAC_0764,,Pigments,1,Bottom Middle,,,0,0
165,62f87f81-f5a6-465c-9a9a-f21e829952e9,7/5/2023 11:38:24 PM,ltimlick_IISD,7/5/2023 11:38:24 PM,ltimlick_IISD,7/5/2023 5:00:00 PM,11:41,"KC,other",,M3,Biofilm Strips,QAC_0754,,Microbial,1,Bottom,,,0,0
166,1f2f4c88-09b6-4bb3-b541-a925ab4491ad,7/5/2023 11:53:12 PM,ltimlick_IISD,7/5/2023 11:55:43 PM,ltimlick_IISD,6/21/2023 5:00:00 PM,10:01,"LT,other","ED, KA",M2,Zooplankton,QAC_0418,,,,,2,Lost a little sploosh,0,0
167,a7339431-c328-4fcd-9eb5-ab6bb9475d41,7/5/2023 11:55:28 PM,ltimlick_IISD,7/5/2023 11:55:28 PM,ltimlick_IISD,6/21/2023 5:00:00 PM,10:10,"LT,other","ED, KA",M3,Zooplankton,QAC_0419,,,,,2,,0,0
168,c9dd3912-f86a-4423-97ed-8d471a0b8aea,7/5/2023 11:57:13 PM,ltimlick_IISD,7/5/2023 11:57:13 PM,ltimlick_IISD,6/21/2023 5:00:00 PM,10:17,"LT,other","ED, KA",M4,Zooplankton,QAC_0420,,,,,2,,0,0
169,fc421f77-c495-4c1c-820b-058af6169dec,7/5/2023 11:59:28 PM,ltimlick_IISD,7/5/2023 11:59:28 PM,ltimlick_IISD,6/21/2023 5:00:00 PM,10:21,"LT,other","ED, KA",M5,Zooplankton,QAC_0421,,,,,1,,0,0
170,e387a084-352f-4b48-bde3-43e9df8d26cd,7/6/2023 12:01:03 AM,ltimlick_IISD,7/6/2023 12:01:03 AM,ltimlick_IISD,6/21/2023 5:00:00 PM,10:26,"KC,other","ED, KA",M6,Zooplankton,QAC_0422,,,,,2,,0,0
171,0ae3d11d-5886-4749-8e7e-c46bdda8d94b,7/6/2023 12:02:10 AM,ltimlick_IISD,7/6/2023 12:02:10 AM,ltimlick_IISD,6/21/2023 5:00:00 PM,10:31,"LT,other","ED, KA",M7,Zooplankton,QAC_0423,,,,,1,,0,0
172,0932dda5-45a3-4f76-9961-f352e85be539,7/6/2023 12:02:58 AM,ltimlick_IISD,7/6/2023 12:02:58 AM,ltimlick_IISD,6/21/2023 5:00:00 PM,10:35,"LT,other","ED, KA",M8,Zooplankton,QAC_0424,,,,,2,Lost tiny lil blooop,0,0
173,48ac9aec-900f-4407-9df3-f2d236dedfcb,7/6/2023 12:03:46 AM,ltimlick_IISD,7/6/2023 12:03:46 AM,ltimlick_IISD,6/21/2023 5:00:00 PM,10:40,"LT,other","ED, KA",M9,Zooplankton,QAC_0425,,,,,2,,0,0
174,fe41401e-abf3-4064-bc0f-1b4eb28e3325,7/6/2023 12:09:08 AM,ltimlick_IISD,7/6/2023 12:09:08 AM,ltimlick_IISD,6/20/2023 5:00:00 PM,09:26,"CC,KC",,M9,Water - Nutrients,QAC_0410,Grab Sample,,,,,"3rd bottle, DIC and MT100 sampled at 13:39",0,0
175,a0bec67e-687a-4ff0-a9fa-bf14288e80c1,7/6/2023 12:10:17 AM,ltimlick_IISD,7/6/2023 12:10:17 AM,ltimlick_IISD,6/21/2023 5:00:00 PM,09:31,"KC,CC",,M8,Water - Nutrients,QAC_0411,Grab Sample,,,,,"3rd bottle, DIC and MT100 sampled at 13:45",0,0
176,e29592af-55d6-47e7-8d9e-6124476cd370,7/6/2023 12:11:35 AM,ltimlick_IISD,7/6/2023 12:11:35 AM,ltimlick_IISD,6/20/2023 5:00:00 PM,09:36,"KC,CC",,M7,Water - Nutrients,QAC_0412,Grab Sample,,,,,"3rd bottle, DIC and MT100 sampled at 13:47",0,0
177,a78e3882-bf25-4a9b-bedb-d66f87cb89d7,7/6/2023 12:12:53 AM,ltimlick_IISD,7/6/2023 12:12:53 AM,ltimlick_IISD,6/21/2023 5:00:00 PM,09:40,"KC,CC",,M6,Water - Nutrients,QAC_0413,Grab Sample,,,,,"3rd bottle, DIC and MT100 sampled at 13:51",0,0
178,674fe064-e4d1-42f6-8de2-7c3d75de07bf,7/6/2023 12:13:57 AM,ltimlick_IISD,7/6/2023 12:13:57 AM,ltimlick_IISD,6/20/2023 5:00:00 PM,09:44,"KC,CC",,M5,Water - Nutrients,QAC_0414,Grab Sample,,,,,"3rd bottle, DIC and MT100 sampled at 13:54",0,0
179,a3a8acae-8220-4454-a53f-ac4cecd00e12,7/6/2023 12:14:56 AM,ltimlick_IISD,7/6/2023 12:14:56 AM,ltimlick_IISD,6/20/2023 5:00:00 PM,09:51,"CC,KC",,M4,Water - Nutrients,QAC_0415,Grab Sample,,,,,"3rd bottle, DIC and MT100 sampled at 13:59",0,0
180,15d6d82b-508a-45e2-8b56-022465f081d2,7/6/2023 12:16:07 AM,ltimlick_IISD,7/6/2023 12:16:07 AM,ltimlick_IISD,6/20/2023 5:00:00 PM,09:55,"KC,CC",,M3,Water - Nutrients,QAC_0416,Grab Sample,,,,,"3rd bottle, DIC and MT100 sampled at 14:02",0,0
181,809fccab-832c-4f58-b1ac-18bd94d3a9b8,7/6/2023 12:16:50 AM,ltimlick_IISD,7/6/2023 12:16:50 AM,ltimlick_IISD,6/20/2023 5:00:00 PM,09:59,"CC,KC",,M2,Water - Nutrients,QAC_0417,Grab Sample,,,,,"3rd bottle, DIC and MT100 sampled at 14:05",0,0
182,cb6de42a-09e6-4899-baf0-fed2e665101f,7/10/2023 9:19:24 PM,ltimlick_IISD,7/10/2023 9:19:24 PM,ltimlick_IISD,7/6/2023 5:00:00 PM,09:22,"KR,LD,CG",,M5,Hester-Dendys,QAC_0788,,,,,,,0,0
183,8d882447-c90a-4f20-91c8-6a6a2d85167d,7/10/2023 9:20:12 PM,ltimlick_IISD,7/10/2023 9:20:12 PM,ltimlick_IISD,7/6/2023 5:00:00 PM,09:41,"CG,LD,KR",,M6,Hester-Dendys,QAC_0786,,,,,,,0,0
184,415487af-d301-435b-b4d5-c2eab92c98e1,7/10/2023 9:20:52 PM,ltimlick_IISD,7/10/2023 9:20:52 PM,ltimlick_IISD,7/6/2023 5:00:00 PM,09:55,"CG,KR,LD",,M8,Hester-Dendys,QAC_0787,,,,,,,0,0
185,5252f3ea-942a-4b55-974a-2a865c92f0e3,7/10/2023 9:21:33 PM,ltimlick_IISD,7/10/2023 9:21:33 PM,ltimlick_IISD,7/6/2023 5:00:00 PM,10:10,"CG,LD,KR",,M2,Hester-Dendys,QAC_0782,,,,,,,0,0
186,52a44dc8-0fee-472e-9b2a-f0a114b64049,7/10/2023 9:22:24 PM,ltimlick_IISD,7/10/2023 9:22:24 PM,ltimlick_IISD,7/6/2023 5:00:00 PM,10:26,"CG,LD,KR",,M7,Hester-Dendys,QAC_0781,,,,,,,0,0
